fishnet_id,px_total_f,px_burned_f,perc_burned_f,px_0_f,perc_0_f,px_10_f,perc_10_f,px_20_f,perc_20_f,px_30_f,perc_30_f,px_40_f,perc_40_f,px_50_f,perc_50_f,px_60_f,perc_60_f,px_70_f,perc_70_f,px_80_f,perc_80_f,px_90_f,perc_90_f,px_95_f,perc_95_f,px_100_f,perc_100_f,px_0_ba,perc_0_ba,px_10_ba,perc_10_ba,px_20_ba,perc_20_ba,px_30_ba,perc_30_ba,px_40_ba,perc_40_ba,px_50_ba,perc_50_ba,px_60_ba,perc_60_ba,px_70_ba,perc_70_ba,px_80_ba,perc_80_ba,px_90_ba,perc_90_ba,px_95_ba,perc_95_ba,px_100_ba,perc_100_ba,no_patches
159,2359296.0,974353.0,41.298463609483505,0.0,0.0,1161380.0,49.22570122612847,661037.0,28.01840040418837,493409.0,20.913399590386284,611.0,0.025897555881076388,41325.0,1.7515818277994792,1534.0,0.06501939561631945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271523.0,27.867005079267987,353552.0,36.28582248938527,338625.0,34.7538315169143,0.0,0.0,9902.0,1.0162641260405623,751.0,0.07707678839188671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1572864.0,0.0,0.0,0.0,0.0,1120626.0,71.24748229980469,240659.0,15.300687154134115,134347.0,8.541552225748699,982.0,0.062433878580729164,70811.0,4.502042134602865,5439.0,0.34580230712890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
162,2359296.0,5637.0,0.23892720540364584,0.0,0.0,1633055.0,69.2178938123915,403936.0,17.12103949652778,232786.0,9.866756863064236,3324.0,0.14088948567708331,84919.0,3.599336412217882,1276.0,0.054083930121527776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,2.3061912364733015,1287.0,22.831293241085685,3780.0,67.0569451836083,0.0,0.0,440.0,7.8055703388327125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
163,2359296.0,1748656.0,74.11770290798611,0.0,0.0,1136697.0,48.179499308268234,734732.0,31.14200168185764,415840.0,17.625596788194446,3399.0,0.14406840006510419,65903.0,2.7933332655164933,2725.0,0.11550055609809028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731817.0,41.850255281770686,680926.0,38.93996303446761,312706.0,17.882648159500782,520.0,0.02973712382538361,21677.0,1.2396377560823857,1010.0,0.05775864435314894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
164,2359296.0,2056174.0,87.15201483832466,0.0,0.0,1039049.0,44.040637546115455,907654.0,38.47139146592882,398288.0,16.88164605034722,2477.0,0.10498894585503472,11153.0,0.4727257622612847,675.0,0.0286102294921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829587.0,40.34614774819641,879574.0,42.777216325077546,341679.0,16.617222083345087,746.0,0.036280976220884026,3913.0,0.19030490610230458,675.0,0.0328279610577704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
165,2359296.0,1340066.0,56.799401177300346,0.0,0.0,1346731.0,57.081900702582466,577792.0,24.49001736111111,429319.0,18.196911282009548,489.0,0.020726521809895836,4844.0,0.2053154839409722,121.0,0.005128648546006945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545154.0,40.68113063087937,453618.0,33.85042229263335,340255.0,25.390913581868357,0.0,0.0,918.0,0.06850408860459112,121.0,0.009029406014330638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
166,2359296.0,88215.0,3.739039103190104,0.0,0.0,1324392.0,56.135050455729164,593483.0,25.155088636610245,149539.0,6.338289048936632,0.0,0.0,16406.0,0.695376925998264,85.0,0.0036027696397569445,0.0,0.0,275391.0,11.672592163085938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30190.0,34.223204670407526,39136.0,44.36433713087343,18834.0,21.350110525420845,0.0,0.0,0.0,0.0,55.0,0.062347673298191915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1572864.0,0.0,0.0,0.0,0.0,1122665.0,71.37711842854819,185711.0,11.807187398274738,147346.0,9.368006388346355,0.0,0.0,115569.0,7.347679138183594,1573.0,0.10000864664713542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
169,2359296.0,73098.0,3.098297119140625,0.0,0.0,1686400.0,71.47894965277779,244672.0,10.370551215277777,303321.0,12.856419881184896,13760.0,0.583224826388889,110502.0,4.683685302734375,641.0,0.027169121636284724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55439.0,75.84202030151303,9855.0,13.481901009603545,6214.0,8.500916577744945,0.0,0.0,1490.0,2.0383594626391965,100.0,0.13680264849927493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
170,2359296.0,880201.0,37.30778164333767,0.0,0.0,1155040.0,48.95697699652778,317811.0,13.470586140950521,228578.0,9.68839857313368,43843.0,1.858308580186632,144897.0,6.141535441080729,1864.0,0.07900661892361112,0.0,0.0,467263.0,19.805187649197048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394460.0,44.81476390051818,308510.0,35.0499488185085,145690.0,16.55190121347283,198.0,0.02249486196902753,30213.0,3.4325114377284276,1130.0,0.1283797678030359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
171,2359296.0,54092.0,2.2927178276909723,0.0,0.0,857996.0,36.36661105685764,77245.0,3.27406989203559,252359.0,10.696368747287327,7081.0,0.3001319037543403,171116.0,7.252841525607639,4489.0,0.19026862250434026,0.0,0.0,988630.0,41.903601752387154,380.0,0.01610649956597222,0.0,0.0,0.0,0.0,0.0,0.0,13763.0,25.44368853065148,14805.0,27.37003623456334,19031.0,35.18265177845153,0.0,0.0,5822.0,10.76314427272055,671.0,1.2404791836131035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
172,2359296.0,0.0,0.0,0.0,0.0,602350.0,25.530921088324654,25113.0,1.064427693684896,98326.0,4.167599148220487,2865.0,0.12143452962239583,95432.0,4.044935438368055,923.0,0.03912183973524306,0.0,0.0,1534287.0,65.03156026204428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
173,2359296.0,0.0,0.0,0.0,0.0,121847.0,5.164549085828993,6929.0,0.2936893039279514,7823.0,0.3315819634331597,0.0,0.0,602.0,0.025516086154513888,0.0,0.0,0.0,0.0,2222095.0,94.18466356065538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1048576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31803.0,3.032970428466797,7349.0,0.7008552551269531,6136.0,0.585174560546875,8639.0,0.8238792419433594,0.0,0.0,401346.0,38.27533721923828,593303.0,56.581783294677734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1572864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84880.0,5.396525065104166,6858.0,0.4360198974609375,17582.0,1.117833455403646,60468.0,3.844451904296875,0.0,0.0,1114041.0,70.82881927490234,289035.0,18.37635040283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
226,2359296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35619.0,1.509730021158854,0.0,0.0,11323.0,0.4799313015407986,28342.0,1.2012905544704862,0.0,0.0,1362867.0,57.76583353678385,921145.0,39.043214586046005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
227,1572864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298673.0,18.98911794026693,69586.0,4.424158732096354,2297.0,0.14603932698567706,40498.0,2.5747934977213545,0.0,0.0,417571.0,26.54844919840495,744239.0,47.317441304524735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1572864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205524.0,13.066864013671875,3233.0,0.2055486043294271,25312.0,1.6092936197916667,45035.0,2.8632481892903643,0.0,0.0,891898.0,56.7053476969401,401862.0,25.549697875976562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
253,2359296.0,154614.0,6.553395589192708,0.0,0.0,977.0,0.04141065809461806,157.0,0.006654527452256944,405009.0,17.166519165039062,200757.0,8.509190877278645,15087.0,0.6394704182942708,88822.0,3.764767116970486,0.0,0.0,181522.0,7.693905300564236,1466965.0,62.17808193630643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51096.0,33.0474601265086,9853.0,6.37264413313154,313.0,0.2024396238374274,623.0,0.402938931791429,0.0,0.0,1048.0,0.6778170152767538,91681.0,59.296700169454255,0.0,0.0,0.0,0.0,9.0
254,2359296.0,606089.0,25.689400566948784,0.0,0.0,19797.0,0.8391062418619791,3097.0,0.1312679714626736,371702.0,15.754784478081596,648748.0,27.49752468532986,21157.0,0.8967505560980903,13589.0,0.5759769015842015,0.0,0.0,827048.0,35.05486382378472,454158.0,19.249725341796875,0.0,0.0,0.0,0.0,0.0,0.0,15238.0,2.5141522119688693,726.0,0.11978438810141745,198775.0,32.79633849154167,116429.0,19.20988501688696,14011.0,2.3117066965412674,377.0,0.06220208583227876,0.0,0.0,39055.0,6.443773109229832,221478.0,36.542157999897704,0.0,0.0,0.0,0.0,9.0
255,2359296.0,1023578.0,43.38489108615452,0.0,0.0,297.0,0.0125885009765625,3926.0,0.16640557183159724,935049.0,39.63254292805989,251719.0,10.669242011176214,10567.0,0.4478878445095486,89391.0,3.788884480794271,0.0,0.0,444178.0,18.826717800564236,624169.0,26.455730862087673,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.029015863959561457,1287.0,0.125735410491433,697347.0,68.12836930844547,166804.0,16.296168928992223,6673.0,0.6519288222294735,3559.0,0.34770188495649573,0.0,0.0,33.0,0.0032239848843957173,147578.0,14.417855796040946,0.0,0.0,0.0,0.0,9.0
256,1572864.0,20974.0,1.333491007486979,0.0,0.0,4724.0,0.30034383138020837,2075.0,0.13192494710286456,524223.0,33.329200744628906,612924.0,38.968658447265625,5155.0,0.3277460734049479,2954.0,0.18781026204427081,0.0,0.0,1096.0,0.06968180338541666,419713.0,26.68463389078776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3206.0,15.285591684943265,17768.0,84.71440831505673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,786432.0,0.0,0.0,516594.0,65.68832397460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269838.0,34.311676025390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
269,786432.0,0.0,0.0,454351.0,57.77371724446615,8069.0,1.026026407877604,25.0,0.0031789143880208335,11539.0,1.467259724934896,4271.0,0.5430857340494792,1210.0,0.15385945638020831,4484.0,0.5701700846354167,0.0,0.0,302483.0,38.462702433268234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
270,786432.0,0.0,0.0,717223.0,91.19962056477866,348.0,0.04425048828125,0.0,0.0,5597.0,0.7116953531901042,224.0,0.028483072916666668,1576.0,0.20039876302083334,3176.0,0.4038492838541667,0.0,0.0,58288.0,7.411702473958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
271,786432.0,0.0,0.0,174137.0,22.142664591471352,435043.0,55.3185780843099,52648.0,6.694539388020833,101456.0,12.900797526041666,4509.0,0.5733489990234375,15575.0,1.9804636637369792,3064.0,0.38960774739583337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
272,786432.0,0.0,0.0,0.0,0.0,605193.0,76.95426940917969,28500.0,3.62396240234375,58749.0,7.4703216552734375,1088.0,0.13834635416666669,92217.0,11.725997924804688,685.0,0.08710225423177084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
273,786432.0,933.0,0.1186370849609375,630810.0,80.21163940429688,106519.0,13.544591267903646,1125.0,0.1430511474609375,35921.0,4.567591349283854,2931.0,0.3726959228515625,9046.0,1.1502583821614585,80.0,0.010172526041666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,55.19828510182207,0.0,0.0,418.0,44.80171489817792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
274,786432.0,0.0,0.0,196778.0,25.021616617838543,91079.0,11.58129374186198,674.0,0.08570353190104166,290217.0,36.90299987792969,82148.0,10.445658365885418,105317.0,13.391749064127604,1093.0,0.13898213704427081,0.0,0.0,19126.0,2.431996663411458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
275,786432.0,0.0,0.0,555696.0,70.660400390625,20777.0,2.6419321695963545,1835.0,0.23333231608072916,115592.0,14.698282877604166,50461.0,6.4164479573567705,41938.0,5.332692464192709,133.0,0.016911824544270836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
276,786432.0,0.0,0.0,573641.0,72.94222513834634,14824.0,1.8849690755208333,308.0,0.03916422526041667,12665.0,1.6104380289713542,2241.0,0.2849578857421875,182698.0,23.23125203450521,55.0,0.006993611653645833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
277,1310720.0,0.0,0.0,132870.0,10.137176513671875,125644.0,9.58587646484375,6499.0,0.4958343505859375,203292.0,15.50994873046875,178876.0,13.647155761718748,627140.0,47.84698486328125,18979.0,1.4479827880859375,0.0,0.0,14956.0,1.14105224609375,2464.0,0.18798828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
278,1572864.0,0.0,0.0,366700.0,23.31415812174479,51027.0,3.2442092895507812,3647.0,0.2318700154622396,274818.0,17.472457885742188,186373.0,11.849276224772137,374325.0,23.79894256591797,6463.0,0.41090647379557294,0.0,0.0,164647.0,10.467974344889324,144864.0,9.210205078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
279,1835008.0,0.0,0.0,100123.0,5.456270490373884,1581.0,0.08615766252790179,729.0,0.03972734723772321,743360.0,40.50990513392857,84633.0,4.612132481166294,335779.0,18.29850333077567,37262.0,2.0306178501674106,0.0,0.0,124822.0,6.802259172712054,406719.0,22.16442653111049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
